timestamp,label,true_severity,LOF_score,RNN_mean,RNN_std,VAE_score,ENS_score
2014-12-20 04:30:00,0,0.11004928,0.043922424,0.10889593,0.069804154,0.24718648,0.13333495
2014-12-20 05:00:00,0,0.10924689,0.044237375,0.10826031,0.06960402,0.21918616,0.12389461
2014-12-20 05:30:00,0,0.11686926,0.04476738,0.107755564,0.06943558,0.43834394,0.19695564
2014-12-20 06:00:00,0,0.11253095,0.043941855,0.1073351,0.06928536,0.33153665,0.16093786
2014-12-20 06:30:00,0,0.11582008,0.044097424,0.107055545,0.06917058,0.59104186,0.24739827
2014-12-20 07:00:00,0,0.114634246,0.04278505,0.10660321,0.06900959,0.54571986,0.2317027
2014-12-20 07:30:00,0,0.11650138,0.038754344,0.10637981,0.06890866,0.44528824,0.19680746
2014-12-20 08:00:00,0,0.124010354,0.033111215,0.10615866,0.06880925,0.16802901,0.102432966
2014-12-20 08:30:00,0,0.12511164,0.032551765,0.10619653,0.0687778,0.1847241,0.107824124
2014-12-20 09:00:00,0,0.11072709,0.034938574,0.10610215,0.06871354,0.124034606,0.08835844
2014-12-20 09:30:00,0,0.09204451,0.032609224,0.10636831,0.068746425,0.20567259,0.11488337
2014-12-20 10:00:00,0,0.08855233,0.031039715,0.1063477,0.06870481,0.099121876,0.07883643
2014-12-20 10:30:00,0,0.08868045,0.028842926,0.1065902,0.06873653,0.11813264,0.08452192
2014-12-20 11:00:00,0,0.093418226,0.028272867,0.10662985,0.06871701,0.062197402,0.06570004
2014-12-20 11:30:00,0,0.10038702,0.027878284,0.106792256,0.06873524,0.15388878,0.09618644
2014-12-20 12:00:00,0,0.10465998,0.03190422,0.1068949,0.06874167,0.33663693,0.15847869
2014-12-20 12:30:00,0,0.10599466,0.034465313,0.1069012,0.06872421,0.1528533,0.09807327
2014-12-20 13:00:00,0,0.10505876,0.037001967,0.106884256,0.06870331,0.28951234,0.14446618
2014-12-20 13:30:00,0,0.11154636,0.03935218,0.10681552,0.06867234,0.2774041,0.1411906
2014-12-20 14:00:00,0,0.10904326,0.04278648,0.10682148,0.06866602,0.20595697,0.11852164
2014-12-20 14:30:00,0,0.10550975,0.042087793,0.10682937,0.06866589,0.20899935,0.119305514
2014-12-20 15:00:00,0,0.103786394,0.040691853,0.1068867,0.06868417,0.2640223,0.13720028
2014-12-20 15:30:00,0,0.10307589,0.044465065,0.106921576,0.06869962,0.11167098,0.087685876
2014-12-20 16:00:00,0,0.084122166,0.044142246,0.10660208,0.06862252,0.15827572,0.10300668
2014-12-20 16:30:00,0,0.09424975,0.043498755,0.106256664,0.068538986,0.10057415,0.08344319
2014-12-20 17:00:00,0,0.08681768,0.04313922,0.10661617,0.06865311,0.064021245,0.07125888
2014-12-20 17:30:00,0,0.10132871,0.04149282,0.10731919,0.068869054,0.09968664,0.08283288
2014-12-20 18:00:00,0,0.10473117,0.040961027,0.10791997,0.069063924,0.32155403,0.15681167
2014-12-20 18:30:00,0,0.11076323,0.040647745,0.10859439,0.06928217,0.3185881,0.15594341
2014-12-20 19:00:00,0,0.12255569,0.04130888,0.109183975,0.0694795,0.26495266,0.13848184
2014-12-20 19:30:00,0,0.1172373,0.041805863,0.10955649,0.069618516,0.2724408,0.14126772
2014-12-20 20:00:00,0,0.10672234,0.038542032,0.109664656,0.06968427,0.23417309,0.12745993
2014-12-20 20:30:00,0,0.10568922,0.034596562,0.10989505,0.06978149,0.06254268,0.06901143
2014-12-20 21:00:00,0,0.10510786,0.032577276,0.11017782,0.069894455,0.1450615,0.09593886
2014-12-20 21:30:00,0,0.10541241,0.030822873,0.11057906,0.070040256,0.051428292,0.06427674
2014-12-20 22:00:00,0,0.10548945,0.03131628,0.1109115,0.070168495,0.26810548,0.13677776
2014-12-20 22:30:00,0,0.11367459,0.030304551,0.11123102,0.07029233,0.125287,0.08894086
2014-12-20 23:00:00,0,0.11684927,0.030146241,0.111521006,0.07040445,0.19221121,0.11129282
2014-12-20 23:30:00,0,0.119316615,0.029023886,0.111800864,0.07050793,0.27394107,0.13825528
2014-12-21 00:00:00,0,0.118168,0.028271794,0.112606734,0.07068635,0.5236189,0.22149913
2014-12-21 00:30:00,0,0.111699805,0.027513027,0.11284271,0.07077182,0.28227884,0.14087819
2014-12-21 01:00:00,0,0.104555525,0.027619481,0.11293659,0.07080843,0.56659126,0.23571579
2014-12-21 01:30:00,0,0.105060466,0.027514935,0.11292458,0.0708077,0.18626589,0.1089018
2014-12-21 02:00:00,0,0.09174378,0.02854979,0.1128994,0.07079634,0.077041686,0.07283029
2014-12-21 02:30:00,0,0.084416404,0.028848529,0.11274906,0.07074621,0.19683164,0.11280975
2014-12-21 03:00:00,0,0.09380524,0.028710604,0.11253458,0.07067324,0.21036416,0.11720312
2014-12-21 03:30:00,0,0.10614584,0.02863121,0.11225753,0.0705795,0.17230959,0.10439944
2014-12-21 04:00:00,0,0.11485684,0.028905392,0.11197614,0.07048199,0.16153492,0.100805484
2014-12-21 04:30:00,0,0.11023858,0.03163159,0.11141117,0.07031218,0.18471535,0.1092527
2014-12-21 05:00:00,0,0.10611516,0.0317719,0.110931784,0.07015815,0.2653044,0.13600269
2014-12-21 05:30:00,0,0.11121887,0.031939745,0.110470824,0.070005566,0.4512239,0.19787817
2014-12-21 06:00:00,0,0.11744565,0.031736374,0.110146895,0.06988416,0.3925275,0.17813693
2014-12-21 06:30:00,0,0.11703574,0.031612396,0.10980311,0.069756955,0.512288,0.21790116
2014-12-21 07:00:00,0,0.116518155,0.03159666,0.10946157,0.06962754,0.30924612,0.15010145
2014-12-21 07:30:00,0,0.118726574,0.031329393,0.10925772,0.069530234,0.3615931,0.1673934
2014-12-21 08:00:00,0,0.12320696,0.031006098,0.10905809,0.06943327,0.37263644,0.17090021
2014-12-21 08:30:00,0,0.12768121,0.02966988,0.1089783,0.06936658,0.26897907,0.13587575
2014-12-21 09:00:00,0,0.12363116,0.030067444,0.10888844,0.069298275,0.16003968,0.09966519
2014-12-21 09:30:00,0,0.111712955,0.03096795,0.10906692,0.06930033,0.11496339,0.08499942
2014-12-21 10:00:00,0,0.101445355,0.03349936,0.1090603,0.06925969,0.21294065,0.118500106
2014-12-21 10:30:00,0,0.08414843,0.03471279,0.10942451,0.06931753,0.088296466,0.077477925
2014-12-21 11:00:00,0,0.082098,0.034427762,0.10938717,0.06927854,0.18841378,0.110742904
2014-12-21 11:30:00,0,0.09119645,0.033043027,0.10942753,0.06926155,0.16549519,0.102655254
2014-12-21 12:00:00,0,0.09742787,0.032130837,0.10939593,0.06923054,0.081932895,0.07448655
2014-12-21 12:30:00,0,0.10316006,0.032326937,0.10945789,0.069227934,0.18220516,0.107996665
2014-12-21 13:00:00,0,0.099539466,0.033285856,0.10934968,0.06918579,0.26517633,0.13593729
2014-12-21 13:30:00,0,0.09429337,0.031742692,0.10926094,0.069151565,0.13987318,0.093625605
2014-12-21 14:00:00,0,0.096664615,0.031378746,0.10926325,0.06914576,0.15275124,0.097797744
2014-12-21 14:30:00,0,0.09864074,0.03160608,0.1092245,0.06913423,0.22659566,0.12247541
2014-12-21 15:00:00,0,0.09100119,0.029663205,0.109212935,0.069134295,0.13436568,0.091080606
2014-12-21 15:30:00,0,0.089822225,0.029311657,0.10922112,0.06914487,0.16068299,0.0997386
2014-12-21 16:00:00,0,0.0853199,0.028502822,0.10909732,0.06912456,0.06432823,0.06730946
2014-12-21 16:30:00,0,0.08894983,0.029004931,0.10894248,0.0690978,0.10741186,0.081786424
2014-12-21 17:00:00,0,0.08380669,0.026330113,0.10921674,0.06918703,0.13554221,0.090363026
2014-12-21 17:30:00,0,0.08941059,0.026397943,0.10967519,0.069332376,0.12731737,0.08779684
2014-12-21 18:00:00,0,0.08952722,0.026969433,0.11005471,0.0694623,0.039430328,0.05881815
2014-12-21 18:30:00,0,0.092559434,0.026859641,0.11030429,0.06956094,0.21383432,0.11699942
2014-12-21 19:00:00,0,0.09101138,0.024835587,0.11052083,0.06965314,0.14785929,0.094405234
2014-12-21 19:30:00,0,0.08343344,0.024423003,0.110655785,0.06972601,0.24842884,0.12783587
2014-12-21 20:00:00,0,0.087507844,0.019356847,0.11072184,0.06978118,0.109017655,0.07969878
2014-12-21 20:30:00,0,0.086131334,0.018378377,0.11093586,0.06987547,0.084792376,0.07136887
